BGC	Genus	Name	Type	Functions	Structure	Gram	Antibacterial	Antifungal	Siderophore
BGC0000969	Chondromyces	Chondramid A	NRP	Cytotoxic	C1(=O)NC(C2C=CC(O)=CC=2)C(OC)C(OC(C(C)C=C(C)CC(C)C(=O)NC(C)C(=O)N(C)C1CC1C2C=CC=CC=2NC=1)C)=O	0	0	0	0
BGC0001706	Hypoxylon	nodulisporic acid F	Terpene	unk	[H][C@]12CC3=C(NC4=C3C=CC=C4)[C@]1(C)[C@@]1(C)CC[C@H](O)[C@@](C)(CC\C=C(/C)C(O)=O)[C@]1([H])CC2	2	0	0	0
BGC0001779	Streptomyces	siamycin	RiPP	unk	CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)N[C@@H](CSSC[C@H]2C(=O)N[C@H](C(=O)N[C@H]3CC(=O)N[C@@H](CSSC[C@@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N1)C)CC4=CC=C(C=C4)O)NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](NC3=O)CC5=CC=CC=C5)C)C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N2)CO)C(C)C)CC(C)C)CC(=O)N)C(=O)N[C@@H](CC6=CC=CC=C6)C(=O)N[C@@H](CC7=CNC8=CC=CC=C87)C(=O)O)C(C)C	1	0	0	0
BGC0000027	Monascus	ankaflavin	Polyketide	Unknown	unk	2	0	0	0
BGC0000187	Streptomyces	asukamycin	Polyketide	Antibacterial,Cytotoxic,Pigment	unk	1	1	0	0
BGC0000490	Lactococcus	garvicin ML	Head-To-Tail Cyclized Peptide	unk	unk	1	0	0	0
BGC0001205	Penicillium	communesin A	Polyketide	unk	unk	2	0	0	0
BGC0000911	Streptomyces	melanin	Other	unk	unk	1	0	0	0
BGC0001281	Ustilago	ustilagic acid	Polyketide	unk	unk	2	0	0	0
BGC0000108	Streptomyces	natamycin	Polyketide	unk	unk	1	0	0	0
BGC0001390	Stachybotrys	LL-Z1272beta	NRP	unk	unk	2	0	0	0
BGC0001655	Nocardiopsis	LP2006	RiPP	unk	unk	1	0	0	0
BGC0001295	Streptomyces	cremeomycin	Other	unk	unk	1	0	0	0
BGC0001489	Cladonia	6-hydroxymellein	Polyketide	unk	unk	2	0	0	0
BGC0000463	Pseudomonas	xantholysin A	NRP	Antibacterial,Antifungal	CCCCCCCC(O)CC(NC(CC(C)C)C(NC(CCC(O)=O)C(NC(CCC(N)=O)C(NC(C(C)C)C(NC(CC(C)C)C(NC(CCC(N)=O)C(NC(CO1)C(NC(C(C)C)C(NC(CC(C)C)C(NC(CCC(N)=O)C(NC(CC(C)C)C(NC(CC(C)C)C(NC(CCC(N)=O)C(NC(C(CC)C)C1=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O	0	1	1	0
BGC0001764	Streptomyces	s56-p1	NRP	unk	unk	1	0	0	0
BGC0001713	Ochrobactrum	ochrobactin	Other	unk	unk	0	0	0	0
BGC0000275	Streptomyces	tetracenomycin C	Polyketide	Antibacterial,Cytotoxic,Other	O[C@H]1[C@@]2(O)[C@@](C(C(C(O)=C(C(C)=C(C(OC)=O)C(OC)=C4)C4=C3)=C3C2=O)=O)(O)C(C=C1OC)=O	1	1	0	0
BGC0001177	Streptomyces	Mensacaricin	Polyketide	Cytotoxic	unk	1	0	0	0
BGC0001388	Lactobacillus	gassericin E	Other	unk	unk	1	0	0	0
BGC0001493	Streptomyces	achromosin	Other	unk	unk	1	0	0	0
BGC0000952	Streptomyces	pristinamycin	NRP	Antibacterial	unk	1	1	0	0
BGC0001269	Sphaceloma	gibberellin A3	Polyketide	unk	unk	2	0	0	0
BGC0001782	Streptomyces	spiroindimicins	Other	unk	unk	1	0	0	0
BGC0000750	Actinobacillus	capsular polysaccharide	Saccharide	unk	unk	0	0	0	0
BGC0001757	Xenorhabdus	rhabduscin	Other	unk	unk	0	0	0	0
BGC0001682	Pseudomonas	N-acyl lysine/ornithine	Other	unk	unk	0	0	0	0
BGC0001354	Streptomyces	U-68204	NRP	unk	CC[C@@]1(SC(=O)C(CC(N)=O)=C1O)\C=C(/C)C=C	1	0	0	0
BGC0000758	Staphylococcus	capsular polysaccharide 	Saccharide	Unknown	unk	1	0	0	0
BGC0001579	Streptomyces	duramycin	RiPP	unk	C[C@@H]1[C@H]2C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H]3CSC[C@H]4C(=O)N[C@@H](CS1)C(=O)N[C@@H](CNCCCC[C@H](NC(=O)[C@H]([C@H](SC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N4)CCC(=O)N)CCCCN)N)C)NC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](NC3=O)[C@H](C(=O)O)O)CC(=O)N)C(=O)O)C(=O)N[C@H](C(=O)NCC(=O)N5CCC[C@H]5C(=O)N[C@H](C(=O)N2)CC6=CC=CC=C6)CC7=CC=CC=C7)C(C)C)CC8=CC=CC=C8	1	0	0	0
BGC0001005	Bacillus	locillomycin	NRP	unk	unk	1	0	0	0
BGC0000083	Streptomyces	Lactimidomycin	Polyketide	Antifungal,Cytotoxic,Inhibitor	unk	1	0	1	0
BGC0000932	Phaeobacter	tropodithietic acid	Other	unk	unk	0	0	0	0
BGC0001198	Herpetosiphon	(+)-O-methylkolavelool	Terpene	unk	unk	1	0	0	0
BGC0000840	Xanthomonas	xanthomonadin	Other	unk	O=C(OCC(C)C)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C=C(Br)/C1=CC(OC)=C(Br)C=C1	0	0	0	0
BGC0000344	Pseudomonas	entolysin	NRP	unk	unk	0	0	0	0
BGC0000702	Streptomyces	kanamycin	Saccharide	unk	unk	1	0	0	0
BGC0000022	Aspergillus	asperfuranone	Polyketide	unk	unk	2	0	0	0
BGC0001174	Corynebacterium	corynazolicin	LAP	Antibacterial	O=C(NCC(NCC(O)=O)=O)C1=CSC(C2=CSC(C3=CSC(C4=CSC(C5=CSC([C@@H]6CCCN6C([C@@H](NC(C7=C(C)OC(C8=C(C)OC(C9=CSC(C%10=COC(C%11=CSC([C@@H](N(C)C)CCCNC(N)=N)=N%11)=N%10)=N9)=N8)=N7)=O)[C@H](CC)C)=O)=N5)=N4)=N3)=N2)=N1	1	1	0	0
BGC0000523	Lactobacillus	lactocin S	lantipeptide	unk	unk	1	0	0	0
BGC0000879	Streptomyces	toyocamycin	Other	unk	unk	1	0	0	0
BGC0000121	Pestalotiopsis	pestheic acid	Polyketide	unk	unk	2	0	0	0
BGC0000477	uncultured	patellin 2 	Cyanobactin	Unknown	unk	3	0	0	0
BGC0000883	Streptomyces	arginomycin	Other	unk	unk	1	0	0	0
BGC0000936	Pseudomonas	pyocyanine	Other	unk	unk	0	0	0	0
BGC0001092	Candidatus	diaphorin	NRP	Cytotoxic	C[C@@H]1[C@H](C)C(C[C@@](C(O)C(NC(O)[C@@H]2C[C@@H](O)C(C)(C)[C@@H](CC(O)CO)O2)=O)(OC)O1)=C	0	0	0	0
BGC0000140	Streptomyces	RK-682	Polyketide	unk	unk	1	0	0	0
BGC0001821	Gliocladium	verticillins	NRP	unk	unk	2	0	0	0
BGC0001363	Ralstonia	ralsolamycin	NRP	unk	unk	0	0	0	0
BGC0001571	Nodulisporium	demethoxyviridin	Terpene	unk	C[C@]12[C@@H](CC(=O)C3=COC(=C31)C(=O)C4=C2C=CC5=C4CCC5=O)O	2	0	0	0
BGC0000674	Streptomyces	(-)-delta-cadinene	Terpene	unk	unk	1	0	0	0
BGC0001209	Streptococcus	streptide	Other	unk	unk	1	0	0	0
BGC0000557	Streptococcus	streptococcin A-FF22	lantipeptide	unk	unk	1	0	0	0
BGC0001480	Methylobacter	Tundrenone	Other	Unknown	O[C@@H]1C=CC([C@](C2)([H])[C@H]1OC(C(OCC(C(O)C(CCCCC)=O)=C)=O)=C)=C(O)C2=O	0	0	0	0
BGC0001176	Streptomonospora	Streptomonomicin	Lassopeptide	Antibacterial	O=C(O)C1CCCN1C(C(CC2=CC=C(O)C=C2)NC(C(C(C)CC)NC(C(C(C)C)NC(C(C(C)CC)NC(C(CC(C)C)NC(C(C)NC(C3N(C(C(CC4=CC=C(O)C=C4)NC(CNC(C(CC(C)C)NC(C(C(CC)C)NC(C(CC(NC(CO)C(NC(CC(C)C)C(NCC(NC(CO)C(NC5CO)=O)=O)=O)=O)=O)NC(C(CC(N)=O)NC(C(CC6=CC=C(O)C=C6)NC(C7CCCN7C5=O)=O)=O)=O)=O)=O)=O)=O)=O)CCC3)=O)=O)=O)=O)=O)=O)=O	1	1	0	0
BGC0000578	Streptomyces	SRO15-2005	Lassopeptide	Unknown	unk	1	0	0	0
BGC0000078	Streptomyces	incednine	Polyketide	unk	unk	1	0	0	0
BGC0001825	Xenorhabdus	xenematides	NRP	unk	C[C@H]1OC(=O)CCNC(=O)C(CC2=CNC3=C2C=CC=C3)NC(=O)C(CC2=CNC3=C2C=CC=C3)NC(=O)[C@H]1NC(=O)CC1=CC=CC=C1	0	0	0	0
BGC0001531	Tenacibaculum	bisucaberin B	Other	unk	NCCCCCNC(=O)CCC(=O)N(O)CCCCCN(O)C(=O)CCC(O)=O	0	0	0	0
BGC0000014	Sorangium	ambruticin	Polyketide	unk	unk	0	0	0	0
BGC0001346	Pseudomonas	Bananamide 1	NRP	Unknown	O=C(C(CC(C)C)NC(CC(O)CCCCCCCCC)=O)NC(CC(O)=O)C(NC(C(OC(C(CC(C)C)NC1=O)=O)C)C(NC(C(C)CC)C(NC(CC(C)C)C(NC(CCC(N)=O)C(NC1CC(C)C)=O)=O)=O)=O)=O	0	0	0	0
BGC0001214	Streptomyces	marformycins	NRP	unk	unk	1	0	0	0
BGC0001768	[Nectria]	sansalvamide	NRP	unk	CC(C)C[C@@H]1NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)OC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC2=CC=CC=C2)NC1=O)C(C)C	2	0	0	0
BGC0001013	Streptomyces	meridamycin	NRP	unk	CC\C1=C/C[C@H](OC(=O)C2CCCCN2C(=O)C(=O)[C@]2(O)O[C@@H](CC[C@H]2C)C[C@H](O)[C@H](C)[C@@H](O)C[C@@H](O)C[C@H](O)\C(C)=C/[C@@H](C)CC(C)[C@@H]1O)C(\C)=C\[C@@H](C)[C@@H](C)O	1	0	0	0
BGC0001057	Fusarium	zearalenone	NRP	unk	unk	2	0	0	0
BGC0001546	Actinoplanes	chuangxinmycin	Alkaloid	unk	C[C@@H]1[C@@H](SC2=CC=CC3=C2C1=CN3)C(=O)O	1	0	0	0
BGC0001754	Ralstonia	ralsolamycin	NRP	unk	unk	0	0	0	0
BGC0001491	Couchioplanes	67-121C	Polyketide	unk	unk	1	0	0	0
BGC0001445	Aspergillus	Leporin B	NRP	Siderophore,Other	CC(CCC1)C(C1C(/C=C/C)O2)C3=C2C(C4=CC=CC=C4)=CN(O)C3=O	2	0	0	1
BGC0001570	Streptomyces	deimino-antipain	NRP	unk	unk	1	0	0	0
BGC0001243	Botrytis	botryenalol	Polyketide	unk	unk	2	0	0	0
BGC0001717	Penicillium	okaramine B	Alkaloid	unk	CO[C@@H]1[C@@]2(O)N(C(=O)\C3=C\C4=C(NC5=CC=CC=C45)C(C)(C)\C=C/N3C2=O)[C@]23[C@H](C)C(C)(C)N2C2=C(C=CC=C2)[C@]13O	2	0	0	0
BGC0001559	Chondromyces	crocagin A	Other	unk	unk	0	0	0	0
BGC0001796	Brevibacillus	tauramamide	NRP	unk	CC(C)CCCCCC(=O)N[C@H](CC1=CC=C(O)C=C1)C(=O)N[C@@H](CO)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CCCNC(N)=N)C(O)=O	1	0	0	0
BGC0001126	Fischerella	3-(Z-2'-isocyanoethenyl)-indole	Terpene	Unknown	[C-]#[N+]/C=C\\C1=CNC2=CC=CC=C21	0	0	0	0
BGC0000738	Pasteurella	capsular polysaccharide	Saccharide	unk	unk	0	0	0	0
BGC0000756	Avibacterium	capsular polysaccharide	Saccharide	unk	unk	0	0	0	0
BGC0001226	Streptomyces	streptocollin	lantipeptide	Unknown,Inhibitor	unk	1	0	0	0
BGC0000129	Aspergillus	pyripyropene	Polyketide	unk	unk	2	0	0	0
BGC0001070	Streptomyces	kirromycin	NRP	Antibacterial	unk	1	1	0	0
BGC0001225	Streptomyces	celesticetin	NRP	unk	unk	1	0	0	0
BGC0001024	Stigmatella	Myxothiazol	NRP	Antifungal,Cytotoxic	C(=C/C(C)C)\C=C\[C@H](C)C1=NC(C2=NC(/C=C/[C@H](OC)[C@H](/C(=C\C(N)=O)/OC)C)=CS2)=CS1	0	0	1	0
BGC0000532	Streptococcus	mutacin II	lantipeptide	unk	unk	1	0	0	0
BGC0001389	Pseudomonas	cichopeptin	NRP	unk	unk	0	0	0	0
BGC0001568	Streptomyces	cytorhodin	Polyketide	unk	CCC1(CC(C2=C(C3=C(C(=C2C1)O)C(=O)C4=C(C3=O)C=CC=C4O)O)OC5CC(C(C(O5)C)OC6CCC(C(O6)C)OC7CCC(C(O7)C)O)N(C)C)OC8CC(C(C(O8)C)O)N(C)C	1	0	0	0
BGC0000315	Streptomyces	CDA1b	NRP	Antibacterial	O=C(N[C@@H](CC(O)=O)C(N[C@H](C1=CC=C(O)C=C1)C(N[C@@H](CC(O)=O)C(NCC(N[C@@H](C(N[C@@H](CCC(O)=O)C(N[C@@H](CC2=CNC3=C2C=CC=C3)C(O[C@H](C)[C@@H]4NC([C@H](CO)NC(C(O5)C5CCC)=O)=O)=O)=O)=O)[C@H](OP(O)(O)=O)C(N)=O)=O)=O)=O)=O)[C@H](CC(O)=O)NC([C@@H](CC6=CNC7=C6C=CC=C7)NC4=O)=O	1	1	0	0
BGC0001312	Pseudomonas	viscosin	NRP	unk	unk	0	0	0	0
BGC0001288	Micromonospora	maklamicin	Polyketide	unk	unk	1	0	0	0
BGC0000781	Pseudomonas	O-antigen	Saccharide	unk	unk	0	0	0	0
BGC0000383	Photorhabdus	Luminmycin	NRP	Cytotoxic	C1CCC[C@H](NC([C@H](C(O)C)NC(/C=C/C=C/CCCCCCC)=O)=O)C(=O)N[C@@H](C)C=CC(=O)N1	0	0	0	0
BGC0000076	Hypomyces	hypothemycin	Polyketide	unk	unk	2	0	0	0
BGC0000333	Salinispora	cyclomarin D	NRP	Cytotoxic	unk	1	0	0	0
BGC0001229	Streptomyces	SBI-06990 A1	lantipeptide	Unknown	unk	1	0	0	0
BGC0000636	Brevibacterium	carotenoid	Terpene	unk	unk	1	0	0	0
BGC0000964	Burkholderia	Burkholdac A	NRP	Cytotoxic	O=C(NC(C(C)C)C(O)CC1=O)C(CSSCC/C=C/C2O1)NC(C(NC(C2)=O)CCSC)=O	0	0	0	0
BGC0001339	Phoma	Squalestatin S1	Polyketide	Antifungal,Inhibitor	unk	2	0	1	0
BGC0000468	Streptomyces	Bottromycin A2	Bottromycin	Antibacterial	C[CH]1CCN2[CH]1C(=O)N[CH](C(=O)N[CH](/C(=N/[CH](C(=O)N[CH]([CH](C)c3ccccc3)C(=O)N[CH](CC(=O)OC)c4nccs4)C(C)(C)C)/NCC2=O)C(C)(C)C)C(C)C	1	1	0	0
BGC0000348	Neotyphodium	ergovaline	NRP	unk	unk	2	0	0	0
BGC0000165	Dactylosporangium	tiacumicin B	Polyketide	Antibacterial	unk	1	1	0	0
BGC0001112	Burkholderia	rhizoxin A	NRP	Cytotoxic	unk	0	0	0	0
BGC0001769	Streptomyces	saquayamycin	Polyketide	unk	CC1C(CCC(O1)OC2(CC(=O)C3(C4=C(C=CC3(C2)O)C(=O)C5=C(C4=O)C=CC(=C5O)C6CC(C(C(O6)C)OC7C=CC(=O)C(O7)C)O)O)C)OC8C=CC(=O)C(O8)C	1	0	0	0
BGC0000205	Candidatus	bryostatin	Polyketide	unk	unk	0	0	0	0
BGC0001732	Streptomyces	paulomycin	Other	unk	C/C=C(/C(=O)O[C@@H]1[C@H](OC([C@@H]([C@@H]1O[C@@H]2C[C@H]([C@H]([C@H](O2)C)O)OC)O)C3(CC(=O)C(=C(C3=O)C(=O)O)N)O)COC(=O)C)\N=C=S	1	0	0	0
BGC0001472	Streptomyces	berninamycin	Other	unk	unk	1	0	0	0
BGC0000021	Nocardiopsis	apoptolidin	Polyketide	unk	unk	1	0	0	0
BGC0001090	Bacillus	bacillomycin D	NRP	Antifungal	unk	1	0	1	0
BGC0001407	Bacillus	bicereucin	Other	unk	unk	1	0	0	0
BGC0000246	Streptomyces	mithramycin	Polyketide	unk	unk	1	0	0	0
BGC0000597	Streptomyces	SWA-2138	Proteusin	Unknown	unk	1	0	0	0
BGC0001275	Glarea	6-methylsalicyclic acid	Polyketide	unk	unk	2	0	0	0
BGC0000471	Oscillatoria	viridisamide A	Cyanobactin	Unknown	unk	0	0	0	0
BGC0000843	Streptomyces	Alanylclavam	Other	Antifungal	unk	1	0	1	0
BGC0000777	Escherichia	lipopolysaccharide	Saccharide	unk	unk	0	0	0	0
BGC0001543	Hahella	chejuenolide A	Polyketide	unk	C[C@@H]1[C@@H](NC(C)=O)\C=C(/C)\C=C\[C@H](O)C\C=C(/C)\C=C\[C@@H](O)C\C=C(C)\C1=O	0	0	0	0
BGC0001059	Bacillus	zwittermycin A	NRP	unk	unk	1	0	0	0
BGC0001569	Streptomyces	dechlorocuracomycin	NRP	unk	CC[C@H](C)[C@@H]3NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](C(C)C)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)C(C(O)C(N)=O)NC(=O)[C@H](CCCN)NC3=O	1	0	0	0
BGC0000038	Streptomyces	coelimycin P1	Polyketide	Unknown	C/C=C/C(=O)/C/1=C/C(=C\2/C=CCCN2)/SC[CH](C(=O)O1)NC(=O)C	1	0	0	0
BGC0000035	Streptomyces	chalcomycin	Polyketide	unk	unk	1	0	0	0
BGC0001184	Bacillus	bacilysin	Other	Antibacterial	unk	1	1	0	0
BGC0001192	Paenibacillus	colistin A	NRP	unk	unk	1	0	0	0
BGC0000158	Streptomyces	tautomycetin	Polyketide	Inhibitor	unk	1	0	0	0
BGC0001500	Actinoallomurus	allocyclinone	Polyketide	unk	unk	1	0	0	0
BGC0001218	Isaria	fumosorinone	NRP	unk	unk	2	0	0	0
BGC0000449	Paenibacillus	tridecaptin	NRP	unk	unk	1	0	0	0
BGC0000450	Streptomyces	triostin A	NRP	unk	unk	1	0	0	0
BGC0000902	Saccharopolyspora	flaviolin	Other	unk	unk	1	0	0	0
BGC0001696	Streptomyces	neothioviridamide	Other	unk	unk	1	0	0	0
BGC0001375	Penicillium	penitrem A	Terpene	unk	unk	2	0	0	0
BGC0000552	Streptococcus	Smb A	lantipeptide	unk	unk	1	0	0	0
BGC0000859	Methylomicrobium	ectoine	Other	unk	unk	0	0	0	0
BGC0001684	Klebsiella	N-acyloxyacyl glutamine	Other	unk	unk	0	0	0	0
BGC0000239	Streptomyces	Landomycin A	Polyketide	Antibacterial,Cytotoxic	unk	1	1	0	0
BGC0000554	Streptomyces	SRO15-3108	Lantipeptide	Unknown	unk	1	0	0	0
BGC0000556	Streptococcus	streptin	lantipeptide	unk	unk	1	0	0	0
BGC0000916	Staphylococcus	molybdenum cofactor	Other	unk	unk	1	0	0	0
BGC0000735	Pasteurella	capsular polysaccharide	Saccharide	unk	unk	0	0	0	0
BGC0001066	Streptomyces	Kendomycin	Polyketide	Antibacterial,Cytotoxic	C[C@H]\1CC[C@@H]2[C@@H]([C@@H]([C@H]([C@@H](O2)C3=C(C(=O)C(=C4C3=C[C@@](O4)([C@H](C[C@@H](C/C(=C1)/C)C)C)O)C)O)C)O)C	1	1	0	0
BGC0001009	Melittangium	melithiazol	NRP	unk	unk	0	0	0	0
BGC0001025	Myxococcus	Myxovirescin A	NRP	Antibacterial	C1C(CCC[C@@H](CC)C=CC=C(COC)CC[C@@H](O)[C@H](C[C@H](O)CNC(=O)[C@H](CCC)OC(=O)[C@@H](C)C[C@H](C)CCC1)O)=O	0	1	0	0
BGC0000191	Streptomyces	aclacinomycin	Polyketide	unk	unk	1	0	0	0
BGC0000743	Streptococcus	capsular polysaccharide	Saccharide	unk	unk	1	0	0	0
BGC0000209	Streptomyces	chlortetracycline	Polyketide	unk	unk	1	0	0	0
BGC0000182	Pseudomonas	Pseudomonic acid A	Polyketide	Antibacterial	unk	0	1	0	0
BGC0000164	Streptomyces	tetronomycin	Polyketide	unk	unk	1	0	0	0
BGC0001698	Xenorhabdus	nevaltophins	NRP	unk	unk	0	0	0	0
BGC0000216	Dactylosporangium	dactylocycline	Polyketide	unk	unk	1	0	0	0
BGC0000613	Nonomuraea	thiomuracin	Thiopeptide	Antibacterial	O=C(C1=C(C)SC(C(CC(N)=O)NC2=O)=N1)NC(C(O)C3=CC=CC=C3)C4=NC(C(NC(CC5=CC=C(O)C=C5)C(NC(C(C)C6CO6)C7=NC(C8=NC(C9=C(C%10=NC2=CS%10)C=CC(C%11=NC(C(NC(C(NC(C(O)=O)=C)=O)=C)=O)=CS%11)=N9)=CS8)=CS7)=O)=O)=CS4	1	1	0	0
BGC0001715	Bacillus	octapeptin C4	NRP	unk	unk	1	0	0	0
BGC0001462	Amycolatopsis	avoparcin	NRP	Antibacterial	unk	1	1	0	0
BGC0000595	Streptomyces	SCO-2138	Other	Unknown	unk	1	0	0	0
BGC0001738	Pyrenochaetopsis	phomasetin	NRP	unk	[H][C@]12C[C@@H](C)CC[C@]1([H])[C@](C)([C@@H](\C=C\C=C\C)C(C)=C2)C(\O)=C1\C(=O)[C@@H](CO)N(C)C1=O	2	0	0	0
BGC0001658	Amycolatopsis	macrotermycins	Polyketide	unk	unk	1	0	0	0
BGC0000042	Streptomyces	cremimycin	Polyketide	unk	unk	1	0	0	0
BGC0000576	Rubrivivax	rubrivinodin	Lasso Peptide	unk	unk	0	0	0	0
BGC0000818	Aspergillus	Notoamide A	NRP	Cytotoxic	CC1(C=CC2=C(O1)C=CC3=C2N(C(=O)[C@@]34C[C@]56[C@H](C4(C)C)C[C@@]7(CCCN7C5=O)C(=O)N6)O)C	2	0	0	0
BGC0001166	Alternaria	HC-toxin	NRP	Inhibitor	unk	2	0	0	0
BGC0001702	Saccharothrix	nocamycin	NRP	unk	CC1C2C(=O)CC3(C(O3)C(C)C(=O)OC)C(O2)(OC1C(C)/C=C(\C)/C=C/C(=C4C(=O)CNC4=O)O)C	1	0	0	0
BGC0000120	Penicillium	Patulin	Polyketide	Cytotoxic	unk	2	0	0	0
BGC0001371	Aspergillus	echinocandin B	NRP	unk	unk	2	0	0	0
BGC0000841	Streptomyces	alanylclavam	Other	Antifungal	unk	1	0	1	0
BGC0001554	Methanosarcina	coenzyme F430	Other	unk	C[C@@]12CC(=O)N[C@@]13C[C@H]4[C@H]([C@](C(=N4)C[C@@H]5[C@H]([C@@H]6CCC(=O)/C(=C/7\[C@H]([C@@H](/C(=C/C(=N3)[C@H]2CCC(=O)O)/[N-]7)CC(=O)O)CCC(=O)O)/C6=N5)CC(=O)O)(C)CC(=O)N)CCC(=O)O.[Ni]	3	0	0	0
BGC0001787	Streptococcus	suicin 3908	RiPP	unk	unk	1	0	0	0
BGC0001105	Candidatus	Onnamide A	NRP	Cytotoxic	unk	0	0	0	0
BGC0000800	Xanthomonas	xanthan	Saccharide	unk	unk	0	0	0	0
BGC0000908	Streptomyces	melanin	Other	unk	unk	1	0	0	0
BGC0001599	Burkholderia	fragin	NRP	unk	CCCCCCCC(=O)NCC(C(C)C)N(N=O)O	0	0	0	0
BGC0001824	Xenorhabdus	xefoampeptides A-G	NRP	unk	unk	0	0	0	0
BGC0000283	Actinomyces	cetoniacytone A	Other	Cytotoxic	OC[C@]12C(C=C(NC(C)=O)[C@H](O)[C@H]1O2)=O	1	0	0	0
BGC0000658	Streptomyces	2-methylisoborneol	Terpene	unk	unk	1	0	0	0
BGC0000771	Campylobacter	lipo-oligosaccharide	Saccharide	unk	unk	0	0	0	0
BGC0001770	Streptomyces	sceliphrolactam	Polyketide	unk	CC1CNC(=O)\C=C(/O)\C=C\C(\C)=C\C=C\C(O)C(O)C(O)C(=O)\C=C/C=C/C(/C)=C/C=C/C=C/1	1	0	0	0
BGC0000509	Staphylococcus	epilancin 15X	Lantipeptide	Antibacterial	unk	1	1	0	0
BGC0001602	Lactobacillus	gassericin-T	RiPP	unk	unk	1	0	0	0
BGC0000878	Streptomyces	puromycin	Other	unk	unk	1	0	0	0
BGC0000214	Streptomyces	cosmomycin	Polyketide	unk	unk	1	0	0	0
BGC0000732	Raoultella	capsular polysaccharide	Saccharide	unk	unk	0	0	0	0
BGC0000585	Escherichia	microcin C7	Microcin	unk	unk	0	0	0	0
BGC0001347	Pseudomonas	Poaeamide B	NRP	Unknown	CCCCCCCC(CC(NC(CC(C)C)C(NC(CCC(O)=O)C(NC(C(NC(C(CC)C)C(NC(CC(C)C)C(NC(CO)C(NC(CC(C)C)C(NC(CC(C)C)C(NC(CO)C(NC1C(C)CC)=O)=O)=O)=O)=O)=O)=O)C(C)OC1=O)=O)=O)=O)O	0	0	0	0
BGC0000991	Sorangium	epothilone	NRP	unk	unk	0	0	0	0
BGC0000028	Streptomyces	Bafilomycin B1	Polyketide	Antibacterial,Antifungal,Other	C[C@@H]1C/C(=C\\C=C[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C	1	1	1	0
BGC0000907	Streptomyces	lincomycin	Other	unk	unk	1	0	0	0
BGC0001283	Streptomyces	Arsono-polyketide	Other	Unknown	unk	1	0	0	0
BGC0000789	Escherichia	O-antigen	Saccharide	unk	unk	0	0	0	0
BGC0001664	Scytonema	merosterol	Terpene	unk	unk	0	0	0	0
BGC0000007	Aspergillus	aflatoxin	Polyketide	unk	unk	2	0	0	0
BGC0001605	Sinorhizobium	gibberellin	Terpene	unk	CC12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@](C4)(C(=C)C5)O)C(=O)O)OC2=O)O	0	0	0	0
BGC0001789	Streptococcus	suicin 90-1330	RiPP	unk	unk	1	0	0	0
BGC0000945	Vibrio	vibriobactin	Other	unk	unk	0	0	0	0
BGC0001204	Streptomyces	versipelostatin	Polyketide	unk	unk	1	0	0	0
BGC0000717	Streptomyces	streptomycin	Saccharide	unk	unk	1	0	0	0
BGC0001709	Streptomyces	nystatin	Polyketide	unk	C[C@H]1/C=C/C=C/CC/C=C/C=C/C=C/C=C/C(CC2C(C(C[C@](O2)(CC(C(CCC(CC(CC(CC(=O)O[C@H]([C@@H]([C@@H]1O)C)C)O)O)O)O)O)O)O)C(=O)O)O[C@@H]3[C@H]([C@H]([C@@H]([C@H](O3)C)O)N)O	1	0	0	0
BGC0000555	Staphylococcus	staphylococcin C55 alpha	lantipeptide	unk	unk	1	0	0	0
BGC0000699	Streptomyces	hygromycin B	Saccharide	unk	unk	1	0	0	0
BGC0001321	Solanum	monoterpenes-diterpenes	Terpene	unk	unk	3	0	0	0
BGC0000598	Candidatus	polytheonamide A	Proteusin	Cytotoxic	unk	0	0	0	0
BGC0000852	Sporosarcina	ectoine	Other	unk	unk	1	0	0	0
